"n","len_of_arr","k","comparisions","swaps"
"8300","5","415","102942","29253"
"8300","5","7885","108451","29817"
"8300","5","4150","104961","29635"
"8300","5","415","103429","29442"
"8300","5","7885","106377","29111"
"8300","5","4150","109247","29147"
"8300","5","415","109837","28936"
"8300","5","7885","107351","28930"
"8300","5","4150","106268","29737"
"8300","5","415","105419","29807"
"8300","5","7885","104997","29330"
"8300","5","4150","101637","28830"
"8300","5","415","103401","29429"
"8300","5","7885","102401","29378"
"8300","5","4150","104677","29952"
"8300","5","415","102819","29605"
"8300","5","7885","105038","29482"
"8300","5","4150","107660","29576"
"8300","5","415","105432","29503"
"8300","5","7885","107064","29403"
"8300","5","4150","101815","29412"
"8300","5","415","102363","29706"
"8300","5","7885","102051","29541"
"8300","5","4150","105286","29706"
"8300","5","415","104536","29428"
"8300","5","7885","103964","29104"
"8300","5","4150","107261","29665"
"8300","5","415","111467","29602"
"8300","5","7885","107317","29271"
"8300","5","4150","102264","28118"
"8300","5","415","104406","29009"
"8300","5","7885","102011","28283"
"8300","5","4150","101197","29434"
"8300","5","415","100667","29192"
"8300","5","7885","103907","29644"
"8300","5","4150","106261","29606"
"8300","5","415","107031","29246"
"8300","5","7885","102504","27694"
"8300","5","4150","105823","29799"
"8300","5","415","101012","28582"
"8300","5","7885","105357","29581"
"8300","5","4150","109855","29387"
"8300","5","415","109458","29658"
"8300","5","7885","108560","29682"
"8300","5","4150","107048","29707"
"8300","5","415","104408","29275"
"8300","5","7885","105895","29716"
"8300","5","4150","110435","29640"
"8300","5","415","108550","29607"
"8300","5","7885","109989","29771"
"8300","5","4150","111470","29432"
"8300","5","415","109570","29724"
"8300","5","7885","107387","29145"
"8300","5","4150","107988","29460"
"8300","5","415","108522","29383"
"8300","5","7885","105433","29246"
"8300","5","4150","97106","28333"
"8300","5","415","97334","28132"
"8300","5","7885","102117","29420"
"8300","5","4150","105919","29156"
"8300","5","415","105864","28582"
"8300","5","7885","103749","28738"
"8300","5","4150","110644","29555"
"8300","5","415","110557","29308"
"8300","5","7885","112811","29453"
"8300","5","4150","107046","29308"
"8300","5","415","105898","29728"
"8300","5","7885","107344","29510"
"8300","5","4150","105755","29672"
"8300","5","415","105657","29281"
"8300","5","7885","108626","29766"
"8300","5","4150","106431","29384"
"8300","5","415","107906","29701"
"8300","5","7885","109339","29649"
"8300","5","4150","100290","29190"
"8300","5","415","100956","29500"
"8300","5","7885","101227","29003"
"8300","5","4150","106002","29710"
"8300","5","415","106537","29737"
"8300","5","7885","105178","29696"
"8300","5","4150","101688","28506"
"8300","5","415","105255","29777"
"8300","5","7885","106614","29695"
"8300","5","4150","108325","29730"
"8300","5","415","106850","29377"
"8300","5","7885","107877","29650"
"8300","5","4150","109484","29376"
"8300","5","415","109714","29891"
"8300","5","7885","108016","28810"
"8300","5","4150","105202","29923"
"8300","5","415","105313","29419"
"8300","5","7885","103742","29812"
"8300","5","4150","103065","29272"
"8300","5","415","98429","28052"
"8300","5","7885","103465","29128"
"8300","5","4150","103263","29297"
"8300","5","415","103499","29399"
"8300","5","7885","103724","29649"
"8300","5","4150","110411","29753"
"8300","5","415","110214","29503"
"8300","5","7885","109430","29643"
"8300","5","4150","110842","29380"
"8300","5","415","109107","29233"
"8300","5","7885","111508","29723"
"8300","5","4150","106904","28928"
"8300","5","415","109306","29153"
"8300","5","7885","105870","28958"
"8300","5","4150","103220","29647"
"8300","5","415","97692","28251"
"8300","5","7885","104100","29666"
"8300","5","4150","104972","28926"
"8300","5","415","105852","29600"
"8300","5","7885","103752","29121"
"8300","5","4150","104288","29327"
"8300","5","415","101987","28997"
"8300","5","7885","100752","29254"
"8300","5","4150","105349","29322"
"8300","5","415","103296","28928"
"8300","5","7885","104324","28878"
"8300","5","4150","102311","29546"
"8300","5","415","98052","28266"
"8300","5","7885","102841","29489"
"8300","5","4150","110904","30045"
"8300","5","415","110298","29878"
"8300","5","7885","109807","29638"
"8300","5","4150","106797","29409"
"8300","5","415","106116","29187"
"8300","5","7885","104019","28757"
"8300","5","4150","104916","29545"
"8300","5","415","106091","29709"
"8300","5","7885","104140","29262"
"8300","5","4150","107073","29300"
"8300","5","415","107629","29106"
"8300","5","7885","109753","29153"
"8300","5","4150","104049","29267"
"8300","5","415","103870","29422"
"8300","5","7885","104616","29431"
"8300","5","4150","109466","29615"
"8300","5","415","107806","29414"
"8300","5","7885","106027","29475"
"8300","5","4150","107450","29103"
"8300","5","415","107080","29033"
"8300","5","7885","109072","29103"
"8300","5","4150","113902","29885"
"8300","5","415","112875","29781"
"8300","5","7885","110135","29307"
"8300","5","4150","106473","29659"
"8300","5","415","106689","29801"
"8300","5","7885","105564","29737"
"8300","5","4150","103543","28614"
"8300","5","415","106702","28650"
"8300","5","7885","103276","28635"
"8300","5","4150","104313","28836"
"8300","5","415","106950","29588"
"8300","5","7885","107519","29581"
"8300","5","4150","109190","29786"
"8300","5","415","108359","29350"
"8300","5","7885","108132","29285"
"8300","5","4150","104037","28998"
"8300","5","415","105292","29682"
"8300","5","7885","106304","29633"
"8300","5","4150","107426","29667"
"8300","5","415","106652","29207"
"8300","5","7885","106034","29422"
"8300","5","4150","106654","29956"
"8300","5","415","107426","29746"
"8300","5","7885","105837","29382"
"8300","5","4150","104178","29802"
"8300","5","415","103930","29762"
"8300","5","7885","104664","29241"
"8300","5","4150","106372","29415"
"8300","5","415","102579","29061"
"8300","5","7885","105682","29378"
"8300","5","4150","106770","29340"
"8300","5","415","109367","29204"
"8300","5","7885","107639","29451"
"8300","5","4150","109841","28985"
"8300","5","415","104394","28165"
"8300","5","7885","111102","29744"
"8300","5","4150","106739","29456"
"8300","5","415","104172","29179"
"8300","5","7885","105802","29484"
"8300","5","4150","101432","28853"
"8300","5","415","102382","29081"
"8300","5","7885","102437","29242"
"8300","5","4150","103710","29797"
"8300","5","415","105154","29580"
"8300","5","7885","103530","29629"
"8300","5","4150","108660","29494"
"8300","5","415","110695","29783"
"8300","5","7885","106057","28964"
"8300","5","4150","98768","27169"
"8300","5","415","105028","28315"
"8300","5","7885","107857","29186"
"8300","5","4150","108799","29439"
"8300","5","415","104565","28046"
"8300","5","7885","108437","29647"
"8300","5","4150","107200","29499"
"8300","5","415","106493","29432"
"8300","5","7885","103931","28930"
"8300","5","4150","108813","29558"
"8300","5","415","110951","29700"
"8300","5","7885","108593","29235"
"8300","5","4150","104734","29132"
"8300","5","415","106871","29475"
"8300","5","7885","106823","29466"
"8300","5","4150","105090","29429"
"8300","5","415","106376","30065"
"8300","5","7885","105096","29436"
"8300","5","4150","105380","28676"
"8300","5","415","104117","28060"
"8300","5","7885","108120","29569"
"8300","5","4150","105048","29355"
"8300","5","415","104127","29428"
"8300","5","7885","106642","29719"
"8300","5","4150","107042","29420"
"8300","5","415","105729","29381"
"8300","5","7885","107890","29743"
"8300","5","4150","98926","26679"
"8300","5","415","93780","26319"
"8300","5","7885","95903","26550"
"8300","5","4150","105628","29455"
"8300","5","415","106817","29787"
"8300","5","7885","100387","29164"
"8300","5","4150","105882","29561"
"8300","5","415","105755","29450"
"8300","5","7885","103041","29102"
"8300","5","4150","105298","29771"
"8300","5","415","103374","29419"
"8300","5","7885","104416","29266"
"8300","5","4150","104161","29139"
"8300","5","415","103295","29118"
"8300","5","7885","101961","29189"
"8300","5","4150","108466","29643"
"8300","5","415","109753","29885"
"8300","5","7885","107204","28970"
"8300","5","4150","107992","29157"
"8300","5","415","110563","29592"
"8300","5","7885","110774","29674"
"8300","5","4150","105398","29816"
"8300","5","415","104843","29525"
"8300","5","7885","107178","29689"
"8300","5","4150","101994","27826"
"8300","5","415","105715","29605"
"8300","5","7885","102599","28118"
"8300","5","4150","107378","29627"
"8300","5","415","98965","27981"
"8300","5","7885","106384","29523"
"8300","5","4150","102810","29212"
"8300","5","415","102512","28819"
"8300","5","7885","103443","29342"
"8300","5","4150","107364","29402"
"8300","5","415","107573","29565"
"8300","5","7885","104476","28829"
"8300","5","4150","101511","29320"
"8300","5","415","102116","29428"
"8300","5","7885","107417","29510"
"8300","5","4150","104520","29781"
"8300","5","415","101594","29004"
"8300","5","7885","105151","29461"
"8300","5","4150","107549","29304"
"8300","5","415","105767","29690"
"8300","5","7885","106578","29513"
"8300","5","4150","107838","29044"
"8300","5","415","102540","28685"
"8300","5","7885","106601","29224"
"8300","5","4150","109210","29244"
"8300","5","415","111838","29233"
"8300","5","7885","109203","29257"
"8300","5","4150","100366","28390"
"8300","5","415","101538","28468"
"8300","5","7885","104212","28537"
"8300","5","4150","106434","28427"
"8300","5","415","105954","28989"
"8300","5","7885","109556","29505"
"8300","5","4150","106098","29466"
"8300","5","415","100445","27660"
"8300","5","7885","106227","29180"
"8300","5","4150","103901","29035"
"8300","5","415","103228","29062"
"8300","5","7885","104133","29138"
"8300","5","4150","104999","29629"
"8300","5","415","106543","29938"
"8300","5","7885","106120","29713"
"8400","5","4200","104329","29932"
"8400","5","420","103240","29915"
"8400","5","7980","105418","29979"
"8400","5","4200","103947","28619"
"8400","5","420","105519","29491"
"8400","5","7980","105607","29485"
"8400","5","4200","111082","29870"
"8400","5","420","110353","29699"
"8400","5","7980","110633","29641"
"8400","5","4200","109947","28465"
"8400","5","420","109369","28451"
"8400","5","7980","113355","29877"
"8400","5","4200","102194","29198"
"8400","5","420","104813","29807"
"8400","5","7980","103398","30139"
"8400","5","4200","103973","29658"
"8400","5","420","104583","29735"
"8400","5","7980","106696","29740"
"8400","5","4200","97820","26313"
"8400","5","420","99836","26692"
"8400","5","7980","98936","26205"
"8400","5","4200","110226","29495"
"8400","5","420","110977","29519"
"8400","5","7980","107009","28895"
"8400","5","4200","105588","29866"
"8400","5","420","103806","29703"
"8400","5","7980","103143","29784"
"8400","5","4200","104623","27135"
"8400","5","420","98931","25767"
"8400","5","7980","102050","26734"
"8400","5","4200","109969","29779"
"8400","5","420","104182","28667"
"8400","5","7980","110242","29871"
"8400","5","4200","107186","29870"
"8400","5","420","105411","29706"
"8400","5","7980","106221","29523"
"8400","5","4200","109342","29677"
"8400","5","420","110928","29511"
"8400","5","7980","110104","30001"
"8400","5","4200","95435","27042"
"8400","5","420","95733","26999"
"8400","5","7980","96527","26914"
"8400","5","4200","109097","30077"
"8400","5","420","109138","30341"
"8400","5","7980","108436","29491"
"8400","5","4200","109204","29726"
"8400","5","420","109558","29720"
"8400","5","7980","110145","29959"
"8400","5","4200","104644","30025"
"8400","5","420","103212","29844"
"8400","5","7980","105447","29995"
"8400","5","4200","111998","30390"
"8400","5","420","111075","30200"
"8400","5","7980","109698","30094"
"8400","5","4200","112182","30287"
"8400","5","420","111853","29821"
"8400","5","7980","108566","29434"
"8400","5","4200","97956","28440"
"8400","5","420","102995","28990"
"8400","5","7980","98190","28258"
"8400","5","4200","110289","29417"
"8400","5","420","112587","29771"
"8400","5","7980","111103","29832"
"8400","5","4200","96424","27562"
"8400","5","420","97723","27717"
"8400","5","7980","99700","28588"
"8400","5","4200","107894","29870"
"8400","5","420","104969","29090"
"8400","5","7980","106152","29810"
"8400","5","4200","101931","29221"
"8400","5","420","108717","29923"
"8400","5","7980","104367","29312"
"8400","5","4200","103984","29373"
"8400","5","420","101208","28787"
"8400","5","7980","100415","29041"
"8400","5","4200","108439","30042"
"8400","5","420","107212","29585"
"8400","5","7980","106423","29917"
"8400","5","4200","100906","28547"
"8400","5","420","103953","29043"
"8400","5","7980","100093","28882"
"8400","5","4200","109912","29918"
"8400","5","420","111901","29880"
"8400","5","7980","110661","30232"
"8400","5","4200","111163","30229"
"8400","5","420","108653","29681"
"8400","5","7980","111024","30096"
"8400","5","4200","112092","29511"
"8400","5","420","113270","29716"
"8400","5","7980","111569","29824"
"8400","5","4200","108332","29712"
"8400","5","420","107852","29987"
"8400","5","7980","108214","29673"
"8400","5","4200","110431","30086"
"8400","5","420","111814","30300"
"8400","5","7980","109171","29967"
"8400","5","4200","107505","29821"
"8400","5","420","104285","29799"
"8400","5","7980","107361","30112"
"8400","5","4200","108058","29642"
"8400","5","420","104414","29350"
"8400","5","7980","108823","30043"
"8400","5","4200","59070","14973"
"8400","5","420","109086","29048"
"8400","5","7980","111160","29787"
"8400","5","4200","103548","30057"
"8400","5","420","104961","29645"
"8400","5","7980","104500","30070"
"8400","5","4200","102174","29615"
"8400","5","420","104433","29759"
"8400","5","7980","103201","30004"
"8400","5","4200","104292","28829"
"8400","5","420","109634","29616"
"8400","5","7980","107612","29680"
"8400","5","4200","112499","30157"
"8400","5","420","110882","29816"
"8400","5","7980","110952","29990"
"8400","5","4200","106707","29234"
"8400","5","420","105392","28915"
"8400","5","7980","108132","29491"
"8400","5","4200","108195","29531"
"8400","5","420","104956","29158"
"8400","5","7980","109556","29689"
"8400","5","4200","109779","29506"
"8400","5","420","109396","29563"
"8400","5","7980","108916","29802"
"8400","5","4200","110123","30049"
"8400","5","420","109722","29937"
"8400","5","7980","107512","29653"
"8400","5","4200","109519","30189"
"8400","5","420","108427","30054"
"8400","5","7980","109133","29593"
"8400","5","4200","104710","30093"
"8400","5","420","106642","30113"
"8400","5","7980","103584","29918"
"8400","5","4200","114033","29994"
"8400","5","420","115445","30032"
"8400","5","7980","114201","29987"
"8400","5","4200","104342","29298"
"8400","5","420","106376","29875"
"8400","5","7980","105518","29345"
"8400","5","4200","113592","29949"
"8400","5","420","112588","29901"
"8400","5","7980","107157","29652"
"8400","5","4200","109170","29427"
"8400","5","420","107586","29495"
"8400","5","7980","108927","29596"
"8400","5","4200","106229","29615"
"8400","5","420","102421","29546"
"8400","5","7980","105200","29154"
"8400","5","4200","103842","29648"
"8400","5","420","104893","30337"
"8400","5","7980","105359","30263"
"8400","5","4200","103886","27344"
"8400","5","420","97513","26721"
"8400","5","7980","103528","27235"
"8400","5","4200","104601","29656"
"8400","5","420","105998","29932"
"8400","5","7980","104648","29515"
"8400","5","4200","103438","29984"
"8400","5","420","102628","29647"
"8400","5","7980","103990","29835"
"8400","5","4200","111988","29972"
"8400","5","420","107612","29196"
"8400","5","7980","108664","29714"
"8400","5","4200","111411","29747"
"8400","5","420","109691","29260"
"8400","5","7980","113902","30157"
"8400","5","4200","107539","29871"
"8400","5","420","107115","29244"
"8400","5","7980","107107","29881"
"8400","5","4200","107568","29566"
"8400","5","420","110922","29584"
"8400","5","7980","108306","29741"
"8400","5","4200","111114","29780"
"8400","5","420","111858","29272"
"8400","5","7980","111258","29845"
"8400","5","4200","106210","29288"
"8400","5","420","106264","28969"
"8400","5","7980","102562","28153"
"8400","5","4200","102896","27266"
"8400","5","420","102124","27092"
"8400","5","7980","101749","27080"
"8400","5","4200","112585","30065"
"8400","5","420","112547","29535"
"8400","5","7980","111466","29831"
"8400","5","4200","104426","29379"
"8400","5","420","107553","29713"
"8400","5","7980","106667","30095"
"8400","5","4200","112733","30084"
"8400","5","420","110283","29969"
"8400","5","7980","110882","30084"
"8400","5","4200","105796","29422"
"8400","5","420","106457","29645"
"8400","5","7980","105479","29481"
"8400","5","4200","102756","29669"
"8400","5","420","103904","29830"
"8400","5","7980","103825","30075"
"8400","5","4200","109598","29905"
"8400","5","420","110119","29641"
"8400","5","7980","109228","29825"
"8400","5","4200","100474","29013"
"8400","5","420","103847","29770"
"8400","5","7980","102969","28913"
"8400","5","4200","54782","15213"
"8400","5","420","105959","29359"
"8400","5","7980","108482","30175"
"8400","5","4200","109254","29811"
"8400","5","420","108119","30140"
"8400","5","7980","108746","29851"
"8400","5","4200","110475","30048"
"8400","5","420","113179","29860"
"8400","5","7980","110557","29822"
"8400","5","4200","111568","29975"
"8400","5","420","111970","30247"
"8400","5","7980","112199","30200"
"8400","5","4200","109827","29726"
"8400","5","420","111110","30052"
"8400","5","7980","110876","30204"
"8400","5","4200","106535","29583"
"8400","5","420","106904","29890"
"8400","5","7980","104222","29245"
"8400","5","4200","106848","30069"
"8400","5","420","104654","29573"
"8400","5","7980","104589","29581"
"8400","5","4200","106299","29884"
"8400","5","420","104900","29942"
"8400","5","7980","107265","29342"
"8400","5","4200","108714","29757"
"8400","5","420","108993","29835"
"8400","5","7980","108487","29984"
"8400","5","4200","104974","28786"
"8400","5","420","106060","29329"
"8400","5","7980","104962","29004"
"8400","5","4200","112188","29875"
"8400","5","420","111806","29802"
"8400","5","7980","112003","30128"
"8400","5","4200","111593","29910"
"8400","5","420","113219","30577"
"8400","5","7980","110261","29341"
"8400","5","4200","107874","29427"
"8400","5","420","109607","29757"
"8400","5","7980","109486","29688"
"8400","5","4200","113347","29909"
"8400","5","420","110169","30137"
"8400","5","7980","113716","30154"
"8400","5","4200","108622","30134"
"8400","5","420","107087","30076"
"8400","5","7980","102627","27711"
"8400","5","4200","108377","29810"
"8400","5","420","108243","29941"
"8400","5","7980","106911","29738"
"8400","5","4200","112200","30065"
"8400","5","420","105777","28496"
"8400","5","7980","112023","30041"
"8400","5","4200","110621","29828"
"8400","5","420","110294","29935"
"8400","5","7980","108638","29645"
"8400","5","4200","107899","29890"
"8400","5","420","106852","29532"
"8400","5","7980","104804","29581"
"8400","5","4200","104722","29777"
"8400","5","420","103976","29544"
"8400","5","7980","104562","29795"
"8400","5","4200","110506","29972"
"8400","5","420","110595","29850"
"8400","5","7980","107644","29598"
"8400","5","4200","111605","30085"
"8400","5","420","111344","30021"
"8400","5","7980","107125","29715"
"8400","5","4200","110706","30136"
"8400","5","420","110844","30141"
"8400","5","7980","113434","30112"
"8400","5","4200","108545","29812"
"8400","5","420","107605","29364"
"8400","5","7980","106322","29694"
"8400","5","4200","104247","29590"
"8400","5","420","107104","29590"
"8400","5","7980","104253","29795"
"8400","5","4200","106428","29466"
"8400","5","420","103740","28879"
"8400","5","7980","106916","29658"
"8400","5","4200","103632","29926"
"8400","5","420","106177","29924"
"8400","5","7980","101563","29656"
"8400","5","4200","110826","29432"
"8400","5","420","109552","29391"
"8400","5","7980","110883","28898"
"8400","5","4200","54381","14996"
"8400","5","420","105612","29665"
"8400","5","7980","108740","29296"
"8400","5","4200","107781","29445"
"8400","5","420","108849","29465"
"8400","5","7980","107173","29256"
"8400","5","4200","112297","29526"
"8400","5","420","111521","29377"
"8400","5","7980","111748","29591"
"8400","5","4200","110149","29971"
"8400","5","420","108335","29717"
"8400","5","7980","107727","28973"
"8500","5","4250","110638","29942"
"8500","5","425","113927","30289"
"8500","5","8075","113090","30332"
"8500","5","4250","113132","30195"
"8500","5","425","114642","30513"
"8500","5","8075","113444","30045"
"8500","5","4250","105953","29631"
"8500","5","425","106297","29423"
"8500","5","8075","106658","29878"
"8500","5","4250","106269","29485"
"8500","5","425","108623","29621"
"8500","5","8075","108301","30094"
"8500","5","4250","108064","30399"
"8500","5","425","107155","30261"
"8500","5","8075","107630","30480"
"8500","5","4250","110764","30105"
"8500","5","425","110612","30103"
"8500","5","8075","109473","30283"
"8500","5","4250","108502","29990"
"8500","5","425","109898","30459"
"8500","5","8075","107992","30315"
"8500","5","4250","108995","29672"
"8500","5","425","105383","29315"
"8500","5","8075","108123","29709"
"8500","5","4250","113275","30341"
"8500","5","425","112879","30274"
"8500","5","8075","108364","29811"
"8500","5","4250","113078","30435"
"8500","5","425","108287","29759"
"8500","5","8075","112891","29923"
"8500","5","4250","108948","30252"
"8500","5","425","109130","30307"
"8500","5","8075","107731","29650"
"8500","5","4250","110808","29867"
"8500","5","425","112177","29476"
"8500","5","8075","111836","30143"
"8500","5","4250","101284","29284"
"8500","5","425","105809","30477"
"8500","5","8075","97969","28370"
"8500","5","4250","110625","30105"
"8500","5","425","110479","30355"
"8500","5","8075","109493","29732"
"8500","5","4250","106325","30333"
"8500","5","425","109192","30145"
"8500","5","8075","106907","30274"
"8500","5","4250","103568","30416"
"8500","5","425","102340","29816"
"8500","5","8075","101970","29712"
"8500","5","4250","106802","30133"
"8500","5","425","106485","29843"
"8500","5","8075","106068","29587"
"8500","5","4250","106429","30531"
"8500","5","425","105233","30523"
"8500","5","8075","105338","30399"
"8500","5","4250","108284","30253"
"8500","5","425","108478","30179"
"8500","5","8075","109257","30162"
"8500","5","4250","108702","30593"
"8500","5","425","109203","30386"
"8500","5","8075","105968","30088"
"8500","5","4250","113266","30342"
"8500","5","425","115137","29976"
"8500","5","8075","110626","29596"
"8500","5","4250","102424","27578"
"8500","5","425","98992","27271"
"8500","5","8075","101487","27583"
"8500","5","4250","103538","29956"
"8500","5","425","106559","30225"
"8500","5","8075","107581","29807"
"8500","5","4250","101167","27395"
"8500","5","425","102087","27787"
"8500","5","8075","95870","25740"
"8500","5","4250","108479","30436"
"8500","5","425","105534","30075"
"8500","5","8075","105183","29993"
"8500","5","4250","113626","30389"
"8500","5","425","110054","29890"
"8500","5","8075","114051","30321"
"8500","5","4250","101037","28603"
"8500","5","425","99981","28646"
"8500","5","8075","105191","30262"
"8500","5","4250","104830","29869"
"8500","5","425","104613","29806"
"8500","5","8075","106623","29789"
"8500","5","4250","115336","30348"
"8500","5","425","111941","29867"
"8500","5","8075","115353","30304"
"8500","5","4250","111240","30045"
"8500","5","425","110591","29978"
"8500","5","8075","108290","29919"
"8500","5","4250","110434","30540"
"8500","5","425","109680","30371"
"8500","5","8075","105762","29526"
"8500","5","4250","109130","29554"
"8500","5","425","109293","29301"
"8500","5","8075","111425","29661"
"8500","5","4250","106043","30382"
"8500","5","425","105734","30175"
"8500","5","8075","105004","29831"
"8500","5","4250","103547","29036"
"8500","5","425","111962","30609"
"8500","5","8075","103928","28618"
"8500","5","4250","104934","30304"
"8500","5","425","106026","30300"
"8500","5","8075","105261","30169"
"8500","5","4250","111023","30439"
"8500","5","425","109566","30251"
"8500","5","8075","111207","30275"
"8500","5","4250","59934","15027"
"8500","5","425","115406","29814"
"8500","5","8075","116841","30055"
"8500","5","4250","109327","29946"
"8500","5","425","112812","30536"
"8500","5","8075","108891","30272"
"8500","5","4250","111135","30351"
"8500","5","425","104598","28608"
"8500","5","8075","108727","30197"
"8500","5","4250","110804","30422"
"8500","5","425","109314","30426"
"8500","5","8075","106636","29363"
"8500","5","4250","115657","30297"
"8500","5","425","111911","30192"
"8500","5","8075","117047","30307"
"8500","5","4250","114051","30723"
"8500","5","425","113709","30257"
"8500","5","8075","112546","30525"
"8500","5","4250","109881","30251"
"8500","5","425","110701","29977"
"8500","5","8075","108998","29541"
"8500","5","4250","108869","29959"
"8500","5","425","107115","29670"
"8500","5","8075","107526","30168"
"8500","5","4250","107244","30538"
"8500","5","425","103874","29831"
"8500","5","8075","108461","30125"
"8500","5","4250","108261","30205"
"8500","5","425","110146","30262"
"8500","5","8075","109483","30221"
"8500","5","4250","109514","30444"
"8500","5","425","111598","30546"
"8500","5","8075","107549","29861"
"8500","5","4250","107646","30128"
"8500","5","425","109877","30178"
"8500","5","8075","105752","30108"
"8500","5","4250","109544","29980"
"8500","5","425","109377","29913"
"8500","5","8075","107539","29966"
"8500","5","4250","56305","15186"
"8500","5","425","109706","30067"
"8500","5","8075","109341","30219"
"8500","5","4250","118653","30704"
"8500","5","425","115270","30443"
"8500","5","8075","113288","30268"
"8500","5","4250","112991","30344"
"8500","5","425","110781","29525"
"8500","5","8075","108395","30058"
"8500","5","4250","107286","30427"
"8500","5","425","105825","29942"
"8500","5","8075","106290","30090"
"8500","5","4250","100535","28585"
"8500","5","425","103472","30262"
"8500","5","8075","100569","28900"
"8500","5","4250","106053","29565"
"8500","5","425","107685","29784"
"8500","5","8075","108288","29907"
"8500","5","4250","108115","30025"
"8500","5","425","102805","30031"
"8500","5","8075","107603","29962"
"8500","5","4250","104377","30038"
"8500","5","425","107329","30004"
"8500","5","8075","103150","29465"
"8500","5","4250","115363","30358"
"8500","5","425","113207","29719"
"8500","5","8075","113477","29723"
"8500","5","4250","110677","30506"
"8500","5","425","111677","30285"
"8500","5","8075","111073","30506"
"8500","5","4250","107895","30001"
"8500","5","425","108409","29546"
"8500","5","8075","107122","29973"
"8500","5","4250","114480","30223"
"8500","5","425","108798","28887"
"8500","5","8075","114578","29913"
"8500","5","4250","106579","29719"
"8500","5","425","109418","30158"
"8500","5","8075","107577","29927"
"8500","5","4250","112063","30131"
"8500","5","425","109817","29947"
"8500","5","8075","111224","30119"
"8500","5","4250","107646","30470"
"8500","5","425","108133","30389"
"8500","5","8075","104899","30439"
"8500","5","4250","106204","29760"
"8500","5","425","108827","29635"
"8500","5","8075","108373","30112"
"8500","5","4250","110072","29803"
"8500","5","425","109881","29833"
"8500","5","8075","108744","29406"
"8500","5","4250","106803","30616"
"8500","5","425","104786","29876"
"8500","5","8075","108253","30956"
"8500","5","4250","108910","30430"
"8500","5","425","107085","30090"
"8500","5","8075","104613","29423"
"8500","5","4250","109569","29965"
"8500","5","425","110561","30086"
"8500","5","8075","109467","29844"
"8500","5","4250","104055","29176"
"8500","5","425","104435","29727"
"8500","5","8075","104311","29185"
"8500","5","4250","105761","30189"
"8500","5","425","103782","30044"
"8500","5","8075","105351","29937"
"8500","5","4250","108916","30444"
"8500","5","425","108138","30416"
"8500","5","8075","108312","30318"
"8500","5","4250","105645","29728"
"8500","5","425","107841","30410"
"8500","5","8075","108802","30264"
"8500","5","4250","106790","30196"
"8500","5","425","108861","30712"
"8500","5","8075","106944","30143"
"8500","5","4250","112585","30396"
"8500","5","425","112174","30385"
"8500","5","8075","111915","30061"
"8500","5","4250","104417","29745"
"8500","5","425","108478","30031"
"8500","5","8075","107198","30127"
"8500","5","4250","106899","30235"
"8500","5","425","106626","29976"
"8500","5","8075","108231","30207"
"8500","5","4250","107099","30194"
"8500","5","425","107673","29955"
"8500","5","8075","106885","30048"
"8500","5","4250","104824","30332"
"8500","5","425","103860","29909"
"8500","5","8075","102270","29188"
"8500","5","4250","108053","30008"
"8500","5","425","106651","29602"
"8500","5","8075","104901","29870"
"8500","5","4250","112330","29661"
"8500","5","425","113671","30075"
"8500","5","8075","117749","30240"
"8500","5","4250","107012","30448"
"8500","5","425","106666","30520"
"8500","5","8075","104594","30002"
"8500","5","4250","108059","29956"
"8500","5","425","108975","30087"
"8500","5","8075","105739","30180"
"8500","5","4250","114271","30591"
"8500","5","425","111554","29821"
"8500","5","8075","111421","29908"
"8500","5","4250","102434","29091"
"8500","5","425","105403","29602"
"8500","5","8075","102441","28877"
"8500","5","4250","107140","29188"
"8500","5","425","109822","30620"
"8500","5","8075","107893","28877"
"8500","5","4250","112044","30322"
"8500","5","425","109983","30340"
"8500","5","8075","112611","30176"
"8500","5","4250","110413","30588"
"8500","5","425","108360","30054"
"8500","5","8075","110194","30156"
"8500","5","4250","57703","15236"
"8500","5","425","110001","30003"
"8500","5","8075","112942","30440"
"8500","5","4250","109229","30297"
"8500","5","425","106478","29608"
"8500","5","8075","112991","30140"
"8500","5","4250","108915","29871"
"8500","5","425","110125","29873"
"8500","5","8075","109939","29320"
"8500","5","4250","108642","30450"
"8500","5","425","109144","30267"
"8500","5","8075","104892","30228"
"8500","5","4250","110343","30168"
"8500","5","425","115830","30329"
"8500","5","8075","111552","30194"
"8500","5","4250","106081","29594"
"8500","5","425","101811","28981"
"8500","5","8075","107528","30027"
"8500","5","4250","112501","30424"
"8500","5","425","110852","29912"
"8500","5","8075","113028","30592"
"8500","5","4250","108197","28835"
"8500","5","425","111729","30135"
"8500","5","8075","107159","28730"
"8500","5","4250","108528","29928"
"8500","5","425","109430","29696"
"8500","5","8075","106170","29808"
"8500","5","4250","109772","30409"
"8500","5","425","106546","30140"
"8500","5","8075","109432","30395"
"8500","5","4250","113403","30196"
"8500","5","425","112467","29845"
"8500","5","8075","113796","29740"
"8500","5","4250","99115","27385"
"8500","5","425","97068","27234"
"8500","5","8075","93094","26407"
"8600","5","4300","107412","29214"
"8600","5","430","110065","30197"
"8600","5","8170","107984","29196"
"8600","5","4300","111643","30449"
"8600","5","430","110260","30263"
"8600","5","8170","108102","30271"
"8600","5","4300","112530","30709"
"8600","5","430","112196","30710"
